	municipality	res_com_non_electricity	res_com_non_electricity-adjusted (metric tonnes CO2/year)	edgar_emission_2015(tons_CO2)	absolute_percent_error_edgar (percent error)	region	state	city	NAME	LABEL	FIPSCODE
888	ciudaddelmaíz, sanluispotosí			16082.225200224311		mexico	SanLuisPotosí	CiudaddelMaíz			
889	ciudadfernández, sanluispotosí	126040000.0	7364.5172	6142.781804799408	16.589483899916647	mexico	SanLuisPotosí	CiudadFernández			
890	ciudadvalles, sanluispotosí	562900000.0	32890.247	43257.698182832	31.521353983240058	mexico	SanLuisPotosí	CiudadValles			
891	coxcatlán, sanluispotosí			6696.225802781649		mexico	SanLuisPotosí	Coxcatlán			
892	ebano, sanluispotosí	129720000.0	7579.5396	9418.856937554709	24.266874172076477	mexico	SanLuisPotosí	Ebano			
893	elnaranjo, sanluispotosí			8187.784496678464		mexico	SanLuisPotosí	ElNaranjo			
894	guadalcázar, sanluispotosí			13350.918452178255		mexico	SanLuisPotosí	Guadalcázar			
895	huehuetlán, sanluispotosí			5571.108233245107		mexico	SanLuisPotosí	Huehuetlán			
896	lagunillas, sanluispotosí			3086.964396526521		mexico	SanLuisPotosí	Lagunillas			
897	matehuala, sanluispotosí	299200000.0	17482.256	21727.134183046543	24.281066374079774	mexico	SanLuisPotosí	Matehuala			
898	matlapa, sanluispotosí			9636.079286577362		mexico	SanLuisPotosí	Matlapa			
899	mexquiticdecarmona, sanluispotosí	119546000.0	6985.07278	35745.22236425006	411.73729308300864	mexico	SanLuisPotosí	MexquiticdeCarmona			
900	moctezuma, sanluispotosí			9913.692675969773		mexico	SanLuisPotosí	Moctezuma			
901	rayón, sanluispotosí			10245.171744280688		mexico	SanLuisPotosí	Rayón			
902	rioverde, sanluispotosí	294000000.0	17178.420000000002	38495.819854811125	124.09406601312064	mexico	SanLuisPotosí	Rioverde			
903	sanantonio, sanluispotosí			3345.5205510199226		mexico	SanLuisPotosí	SanAntonio			
904	sancirodeacosta, sanluispotosí			4245.170660392179		mexico	SanLuisPotosí	SanCirodeAcosta			
905	sanluispotosí, sanluispotosí	2855000000.0	166817.65	212915.298285903	27.633555733402915	mexico	SanLuisPotosí	SanLuisPotosí			
906	sanmartínchalchicuautla, sanluispotosí			8028.1735451175855		mexico	SanLuisPotosí	SanMartínChalchicuautla			
907	sannicolástolentino, sanluispotosí			2938.4627006198702		mexico	SanLuisPotosí	SanNicolásTolentino			
908	sanvicentetancuayalab, sanluispotosí			5698.216671845461		mexico	SanLuisPotosí	SanVicenteTancuayalab			
909	santacatarina, sanluispotosí			4646.32955871225		mexico	SanLuisPotosí	SantaCatarina			
910	santamaríadelrío, sanluispotosí	106250000.0	6208.1875	16186.348204285114	160.72582705153658	mexico	SanLuisPotosí	SantaMaríadelRío			
911	soledaddegracianosánchez, sanluispotosí	789300000.0	46118.799	3662.3913862792783	92.05878846437592	mexico	SanLuisPotosí	SoledaddeGracianoSánchez			
912	tamasopo, sanluispotosí			16602.88371212327		mexico	SanLuisPotosí	Tamasopo			
913	tamazunchale, sanluispotosí	244050000.0	14259.8415	31201.18101561381	118.8045429229617	mexico	SanLuisPotosí	Tamazunchale			
914	tampacán, sanluispotosí			4326.96353327417		mexico	SanLuisPotosí	Tampacán			
915	tampamolóncorona, sanluispotosí			6172.756326045119		mexico	SanLuisPotosí	TampamolónCorona			
916	tamuín, sanluispotosí	109270000.0	6384.6461	18803.712686800864	194.514564978016	mexico	SanLuisPotosí	Tamuín			
917	tancanhuitz, sanluispotosí			5398.154046819767		mexico	SanLuisPotosí	Tancanhuitz			
918	tanlajás, sanluispotosí			3935.577290712598		mexico	SanLuisPotosí	Tanlajás			
919	tanquiándeescobedo, sanluispotosí			3438.371456135317		mexico	SanLuisPotosí	TanquiándeEscobedo			
920	tierranueva, sanluispotosí			1614.2587747864711		mexico	SanLuisPotosí	TierraNueva			
921	villadearista, sanluispotosí			4044.9603858340815		mexico	SanLuisPotosí	VilladeArista			
922	villadearriaga, sanluispotosí			8178.099562019051		mexico	SanLuisPotosí	VilladeArriaga			
923	villadeguadalupe, sanluispotosí			7642.217103741254		mexico	SanLuisPotosí	VilladeGuadalupe			
924	villadelapaz, sanluispotosí			3312.4507523824354		mexico	SanLuisPotosí	VilladelaPaz			
925	villadereyes, sanluispotosí	113780000.0	6648.1654	23203.09891906751	249.0150669095494	mexico	SanLuisPotosí	VilladeReyes			
926	villahidalgo, sanluispotosí			8043.944794842957		mexico	SanLuisPotosí	VillaHidalgo			
927	villajuárez, sanluispotosí			6763.728655717036		mexico	SanLuisPotosí	VillaJuárez			
928	xilitla, sanluispotosí	124910000.0	7298.491300000001	28347.85863191778	288.40710314908205	mexico	SanLuisPotosí	Xilitla			
929	zaragoza, sanluispotosí			4624.693903008826		mexico	SanLuisPotosí	Zaragoza			
930	ahome, sinaloa	1445900000.0	84483.937	133769.35009580612	58.337022215011245	mexico	Sinaloa	Ahome			
931	culiacán, sinaloa	3004000000.0	175523.72	172489.06901041858	1.7289121889516832	mexico	Sinaloa	Culiacán			
932	elfuerte, sinaloa	266020000.0	15543.5486	32696.004634337885	110.35096602289312	mexico	Sinaloa	ElFuerte			
933	guasave, sinaloa	862300000.0	50384.189	109264.37328801124	116.86242342416438	mexico	Sinaloa	Guasave			
934	mazatlán, sinaloa	1740500000.0	101697.415	95774.5231699636	5.824033806598134	mexico	Sinaloa	Mazatlán			
935	navolato, sinaloa	387000000.0	22612.41	95468.61607437787	322.19567075945406	mexico	Sinaloa	Navolato			
936	aconchi, sonora			1589.855441720926		mexico	Sonora	Aconchi			
937	aguaprieta, sonora	257100000.0	15022.353	62884.48687612945	318.60610568883214	mexico	Sonora	AguaPrieta			
938	alamos, sonora			11928.617783610553		mexico	Sonora	Alamos			
939	altar, sonora			1881.3573869484524		mexico	Sonora	Altar			
940	arivechi, sonora			623.8375770841885		mexico	Sonora	Arivechi			
941	arizpe, sonora			1742.8881812332884		mexico	Sonora	Arizpe			
942	atil, sonora			396.2448688994315		mexico	Sonora	Atil			
943	bacadéhuachi, sonora			592.8915414193067		mexico	Sonora	Bacadéhuachi			
944	bacanora, sonora			1294.1911724119875		mexico	Sonora	Bacanora			
945	bacerac, sonora			1097.2016109482204		mexico	Sonora	Bacerac			
946	bacoachi, sonora			999.6987608153564		mexico	Sonora	Bacoachi			
947	banámichi, sonora			833.8922537924838		mexico	Sonora	Banámichi			
948	baviácora, sonora			1796.8958517117485		mexico	Sonora	Baviácora			
949	bavispe, sonora			591.1876200443463		mexico	Sonora	Bavispe			
950	benjamínhill, sonora			3166.8911605527755		mexico	Sonora	BenjamínHill			
951	caborca, sonora	283000000.0	16535.69	26506.348391902808	60.297806695111056	mexico	Sonora	Caborca			
952	cananea, sonora			7310.779246791319		mexico	Sonora	Cananea			
953	carbó, sonora			1422.2981726348598		mexico	Sonora	Carbó			
954	cucurpe, sonora			399.3327005928804		mexico	Sonora	Cucurpe			
955	cumpas, sonora			4478.704415060228		mexico	Sonora	Cumpas			
956	divisaderos, sonora			260.0175942406891		mexico	Sonora	Divisaderos			
957	fronteras, sonora			3115.9552713715934		mexico	Sonora	Fronteras			
958	generalplutarcoelíascalles, sonora			5072.539735212279		mexico	Sonora	GeneralPlutarcoElíasCalles			
959	granados, sonora			574.0543322167188		mexico	Sonora	Granados			
960	guaymas, sonora	511200000.0	29869.416	40183.871625809385	34.531828897523084	mexico	Sonora	Guaymas			
961	hermosillo, sonora	2945000000.0	172076.35	177093.92706007542	2.915901609997782	mexico	Sonora	Hermosillo			
962	huachinera, sonora			755.6738784628038		mexico	Sonora	Huachinera			
963	huásabas, sonora			839.0478736418328		mexico	Sonora	Huásabas			
964	huatabampo, sonora			39040.89510013592		mexico	Sonora	Huatabampo			
965	huépac, sonora			415.5246574993084		mexico	Sonora	Huépac			
966	imuris, sonora			2736.7112953895016		mexico	Sonora	Imuris			
967	magdalena, sonora			7987.440206666438		mexico	Sonora	Magdalena			
968	moctezuma, sonora			3722.269872636212		mexico	Sonora	Moctezuma			
969	naco, sonora			11189.169985280629		mexico	Sonora	Naco			
970	nácorichico, sonora			1296.676497947853		mexico	Sonora	NácoriChico			
971	nacozaridegarcía, sonora			1752.4396836403291		mexico	Sonora	NacozarideGarcía			
972	navojoa, sonora	523600000.0	30593.948	35408.18483951762	15.735912342917036	mexico	Sonora	Navojoa			
973	nogales, sonora	733600000.0	42864.248	95758.16673305824	123.39868585367051	mexico	Sonora	Nogales			
974	opodepe, sonora			2037.7597628820668		mexico	Sonora	Opodepe			
975	oquitoa, sonora			294.3809327360426		mexico	Sonora	Oquitoa			
976	pitiquito, sonora			3659.715815415776		mexico	Sonora	Pitiquito			
977	puertopeñasco, sonora	213500000.0	12474.805	13625.057733891605	9.220606926453796	mexico	Sonora	PuertoPeñasco			
978	rayón, sonora			927.2788585247562		mexico	Sonora	Rayón			
979	sahuaripa, sonora			2324.8007235877176		mexico	Sonora	Sahuaripa			
980	sanfelipedejesús, sonora			512.2068390165646		mexico	Sonora	SanFelipedeJesús			
981	sanluisríocolorado, sonora	596100000.0	34830.123	98361.13087100883	182.4024792304318	mexico	Sonora	SanLuisRíoColorado			
982	sanmigueldehorcasitas, sonora			1754.148381534404		mexico	Sonora	SanMigueldeHorcasitas			
983	sanpedrodelacueva, sonora			952.414836855581		mexico	Sonora	SanPedrodelaCueva			
984	santaana, sonora			4475.641179290117		mexico	Sonora	SantaAna			
985	santacruz, sonora			1152.2400123947466		mexico	Sonora	SantaCruz			
986	sáric, sonora			1372.4115011066283		mexico	Sonora	Sáric			
987	soyopa, sonora			580.5885760263632		mexico	Sonora	Soyopa			
988	tepache, sonora			1043.0990119105104		mexico	Sonora	Tepache			
989	trincheras, sonora			1824.8699435500887		mexico	Sonora	Trincheras			
990	tubutama, sonora			715.9604961926424		mexico	Sonora	Tubutama			
991	ures, sonora			3831.628934099837		mexico	Sonora	Ures			
992	villahidalgo, sonora			959.8926658216798		mexico	Sonora	VillaHidalgo			
993	villapesqueira, sonora			437.97162868982514		mexico	Sonora	VillaPesqueira			
994	centro, tabasco	2408000000.0	140699.44	145456.22096873226	3.380810164370419	mexico	Tabasco	Centro			
995	nacajuca, tabasco	327890000.0	19158.6127	26280.58694230681	37.173747148752646	mexico	Tabasco	Nacajuca			
996	aldama, tamaulipas			11035.604701751794		mexico	Tamaulipas	Aldama			
997	altamira, tamaulipas	686500000.0	40112.195	39684.13202318414	1.0671641799105271	mexico	Tamaulipas	Altamira			
998	antiguomorelos, tamaulipas			7610.331272092725		mexico	Tamaulipas	AntiguoMorelos			
999	bustamante, tamaulipas			4527.534178380112		mexico	Tamaulipas	Bustamante			
1000	camargo, tamaulipas			50727.84492454214		mexico	Tamaulipas	Camargo			
1001	casas, tamaulipas			2156.492809907326		mexico	Tamaulipas	Casas			
1002	ciudadmadero, tamaulipas	684600000.0	40001.178	2369.906565611704	94.07540806520322	mexico	Tamaulipas	CiudadMadero			
1003	elmante, tamaulipas	401100000.0	23436.273	29103.871286923422	24.183018720269324	mexico	Tamaulipas	ElMante			
1004	gómezfarías, tamaulipas			6846.994896852737		mexico	Tamaulipas	GómezFarías			
1005	gonzález, tamaulipas	130640000.0	7633.2952	12865.029786665453	68.5383500780299	mexico	Tamaulipas	González			
1006	güémez, tamaulipas			10941.768544385972		mexico	Tamaulipas	Güémez			
1007	guerrero, tamaulipas			18996.1296704544		mexico	Tamaulipas	Guerrero			
1008	gustavodíazordaz, tamaulipas			23902.26210354124		mexico	Tamaulipas	GustavoDíazOrdaz			
1009	hidalgo, tamaulipas			10776.608729406997		mexico	Tamaulipas	Hidalgo			
1010	jaumave, tamaulipas			5946.397390983753		mexico	Tamaulipas	Jaumave			
1011	llera, tamaulipas			8157.535117337379		mexico	Tamaulipas	Llera			
1012	mainero, tamaulipas			1142.1845319416682		mexico	Tamaulipas	Mainero			
1013	matamoros, tamaulipas			414768.6335461677		mexico	Tamaulipas	Matamoros			
1014	mier, tamaulipas			13852.992528277562		mexico	Tamaulipas	Mier			
1015	miguelalemán, tamaulipas			26459.21405200913		mexico	Tamaulipas	MiguelAlemán			
1016	miquihuana, tamaulipas			995.7595804970708		mexico	Tamaulipas	Miquihuana			
1017	nuevolaredo, tamaulipas	1194300000.0	69782.94900000001	390171.0454096205	459.12088984605737	mexico	Tamaulipas	NuevoLaredo			
1018	nuevomorelos, tamaulipas			2317.7112569112		mexico	Tamaulipas	NuevoMorelos			
1019	ocampo, tamaulipas			8416.368574757738		mexico	Tamaulipas	Ocampo			
1020	padilla, tamaulipas			1981.806206538132		mexico	Tamaulipas	Padilla			
1021	palmillas, tamaulipas			1650.8974448070294		mexico	Tamaulipas	Palmillas			
1022	reynosa, tamaulipas	1935000000.0	113062.05	388068.9789344593	243.23539944168647	mexico	Tamaulipas	Reynosa			
1023	ríobravo, tamaulipas	380800000.0	22250.144	58254.23585729186	161.81509592608415	mexico	Tamaulipas	RíoBravo			
1024	sancarlos, tamaulipas			4395.812263300446		mexico	Tamaulipas	SanCarlos			
1025	tampico, tamaulipas	1192800000.0	69695.304	61231.10058948396	12.144582094822413	mexico	Tamaulipas	Tampico			
1026	tula, tamaulipas			11606.266377808926		mexico	Tamaulipas	Tula			
1027	vallehermoso, tamaulipas	211480000.0	12356.7764	18081.94367289493	46.33220742664669	mexico	Tamaulipas	ValleHermoso			
1028	victoria, tamaulipas	1082300000.0	63238.789	74002.07446618643	17.020068910849044	mexico	Tamaulipas	Victoria			
1029	villagrán, tamaulipas			2751.259244883797		mexico	Tamaulipas	Villagrán			
1030	xicoténcatl, tamaulipas			6357.309118255803		mexico	Tamaulipas	Xicoténcatl			
1031	acuamanalademiguelhidalgo, tlaxcala			1137.2236589457978		mexico	Tlaxcala	AcuamanaladeMiguelHidalgo			
1032	amaxacdeguerrero, tlaxcala			2495.681867330836		mexico	Tlaxcala	AmaxacdeGuerrero			
1033	apetatitlándeantoniocarvajal, tlaxcala			2584.049563015611		mexico	Tlaxcala	ApetatitlándeAntonioCarvajal			
1034	apizaco, tlaxcala	291600000.0	17038.188000000002	3451.9841292839856	79.73972273762924	mexico	Tlaxcala	Apizaco			
1035	atlangatepec, tlaxcala			3091.169348825937		mexico	Tlaxcala	Atlangatepec			
1036	atltzayanca, tlaxcala			6782.915266268633		mexico	Tlaxcala	Atltzayanca			
1037	benitojuárez, tlaxcala			538.7493035842248		mexico	Tlaxcala	BenitoJuárez			
1038	calpulalpan, tlaxcala	134850000.0	7879.2855	10108.23004912978	28.288663345550543	mexico	Tlaxcala	Calpulalpan			
1039	chiautempan, tlaxcala	220500000.0	12883.815	10548.618580033586	18.125038429738503	mexico	Tlaxcala	Chiautempan			
1040	contladejuancuamatzi, tlaxcala	95060000.0	5554.3558	3566.9925853069462	35.78026482734602	mexico	Tlaxcala	ContladeJuanCuamatzi			
1041	cuapiaxtla, tlaxcala			4217.0972878898665		mexico	Tlaxcala	Cuapiaxtla			
1042	cuaxomulco, tlaxcala			1117.361301909188		mexico	Tlaxcala	Cuaxomulco			
1043	elcarmentequexquitla, tlaxcala			3220.179879540678		mexico	Tlaxcala	ElCarmenTequexquitla			
1044	emilianozapata, tlaxcala			1105.9889453310095		mexico	Tlaxcala	EmilianoZapata			
1045	españita, tlaxcala			4551.562161799746		mexico	Tlaxcala	Españita			
1046	huamantla, tlaxcala	248200000.0	14502.326	24291.056912261425	67.49766149417289	mexico	Tlaxcala	Huamantla			
1047	hueyotlipan, tlaxcala			6474.511866898756		mexico	Tlaxcala	Hueyotlipan			
1048	ixtacuixtlademarianomatamoros, tlaxcala	97470000.0	5695.1721	12757.78815732646	124.01058182818498	mexico	Tlaxcala	IxtacuixtladeMarianoMatamoros			
1049	ixtenco, tlaxcala			2042.0624060046885		mexico	Tlaxcala	Ixtenco			
1050	lamagdalenatlaltelulco, tlaxcala			2964.02833472089		mexico	Tlaxcala	LaMagdalenaTlaltelulco			
1051	lázarocárdenas, tlaxcala			1007.299693177367		mexico	Tlaxcala	LázaroCárdenas			
1052	mazatecochcodejosémaríamorel, tlaxcala			1079.491719318786		mexico	Tlaxcala	MazatecochcodeJoséMaríaMorel			
1053	muñozdedomingoarenas, tlaxcala			1211.2540448130603		mexico	Tlaxcala	MuñozdeDomingoArenas			
1054	nanacamilpademarianoarista, tlaxcala			5839.745043137967		mexico	Tlaxcala	NanacamilpadeMarianoArista			
1055	natívitas, tlaxcala			11136.62682956191		mexico	Tlaxcala	Natívitas			
1056	panotla, tlaxcala			9413.814720212593		mexico	Tlaxcala	Panotla			
1057	papalotladexicohténcatl, tlaxcala			2362.51570833758		mexico	Tlaxcala	PapalotladeXicohténcatl			
1058	sandamiántexóloc, tlaxcala			2584.5077328938823		mexico	Tlaxcala	SanDamiánTexóloc			
1059	sanfranciscotetlanohcan, tlaxcala			3632.8241382447422		mexico	Tlaxcala	SanFranciscoTetlanohcan			
1060	sanjerónimozacualpan, tlaxcala			1818.6036257214555		mexico	Tlaxcala	SanJerónimoZacualpan			
1061	sanjoséteacalco, tlaxcala			4067.434897330673		mexico	Tlaxcala	SanJoséTeacalco			
1062	sanjuanhuactzinco, tlaxcala			798.7685099058895		mexico	Tlaxcala	SanJuanHuactzinco			
1063	sanlorenzoaxocomanitla, tlaxcala			891.1899233540375		mexico	Tlaxcala	SanLorenzoAxocomanitla			
1064	sanlucastecopilco, tlaxcala			1037.6216733781107		mexico	Tlaxcala	SanLucasTecopilco			
1065	sanpablodelmonte, tlaxcala	170990000.0	9990.9457	4109.010938563682	58.87265268027948	mexico	Tlaxcala	SanPablodelMonte			
1066	sanctórumdelázarocárdenas, tlaxcala			2505.992466745349		mexico	Tlaxcala	SanctórumdeLázaroCárdenas			
1067	santaananopalucan, tlaxcala			2321.3504663118747		mexico	Tlaxcala	SantaAnaNopalucan			
1068	santaapoloniateacalco, tlaxcala			1838.5702341376264		mexico	Tlaxcala	SantaApoloniaTeacalco			
1069	santacatarinaayometla, tlaxcala			945.9104608856866		mexico	Tlaxcala	SantaCatarinaAyometla			
1070	santacruzquilehtla, tlaxcala			519.3759923804142		mexico	Tlaxcala	SantaCruzQuilehtla			
1071	santacruztlaxcala, tlaxcala			2076.8097471902324		mexico	Tlaxcala	SantaCruzTlaxcala			
1072	santaisabelxiloxoxtla, tlaxcala			1456.108369780918		mexico	Tlaxcala	SantaIsabelXiloxoxtla			
1073	tenancingo, tlaxcala			2043.3972875195584		mexico	Tlaxcala	Tenancingo			
1074	teolocholco, tlaxcala			2502.0879633120653		mexico	Tlaxcala	Teolocholco			
1075	tepetitladelardizábal, tlaxcala			1695.729583124414		mexico	Tlaxcala	TepetitladeLardizábal			
1076	tepeyanco, tlaxcala			2692.3435929525376		mexico	Tlaxcala	Tepeyanco			
1077	terrenate, tlaxcala			4403.139543863519		mexico	Tlaxcala	Terrenate			
1078	tetladelasolidaridad, tlaxcala			4905.485249786274		mexico	Tlaxcala	TetladelaSolidaridad			
1079	tetlatlahuca, tlaxcala			5997.368693670936		mexico	Tlaxcala	Tetlatlahuca			
1080	tlaxcala, tlaxcala	336000000.0	19632.48	12610.638421093816	35.76645222053548	mexico	Tlaxcala	Tlaxcala			
1081	tlaxco, tlaxcala	106820000.0	6241.4926000000005	17105.971856365337	174.06860750528384	mexico	Tlaxcala	Tlaxco			
1082	tocatlán, tlaxcala			861.5487676301667		mexico	Tlaxcala	Tocatlán			
1083	totolac, tlaxcala			3370.1515856328765		mexico	Tlaxcala	Totolac			
1084	tzompantepec, tlaxcala			2352.237452996866		mexico	Tlaxcala	Tzompantepec			
1085	xaloztoc, tlaxcala			2491.3136055148766		mexico	Tlaxcala	Xaloztoc			
1086	xaltocan, tlaxcala			12793.200681152572		mexico	Tlaxcala	Xaltocan			
1087	xicohtzinco, tlaxcala			847.3370999775342		mexico	Tlaxcala	Xicohtzinco			
1088	yauhquemehcan, tlaxcala	101770000.0	5946.4211000000005	7580.27186722962	27.476203581169507	mexico	Tlaxcala	Yauhquemehcan			
1089	zacatelco, tlaxcala	118300000.0	6912.269	5306.060080929202	23.237071923427724	mexico	Tlaxcala	Zacatelco			
1090	ziltlaltépecdetrinidadsánchez, tlaxcala			4867.359573506575		mexico	Tlaxcala	ZiltlaltépecdeTrinidadSánchez			
1091	acajete, veracruz			18873.8131170131		mexico	Veracruz	Acajete			
1092	acatlán, veracruz			910.908036555292		mexico	Veracruz	Acatlán			
1093	actopan, veracruz	121970000.0	7126.7071000000005	15637.241937138477	119.41749138446389	mexico	Veracruz	Actopan			
1094	acultzingo, veracruz			17787.348101510488		mexico	Veracruz	Acultzingo			
